state,year,quarter,transaction_type,transaction_count,transaction_amount_rupees,transaction_amount_crore,avg_transaction_value,region
chhattisgarh,2018,3,Recharge & bill payments,1911374,443460556.77590346,44.34605567759035,232.0113995355715,Central
chhattisgarh,2018,4,Financial Services,42199,9709810.436343707,0.9709810436343708,230.0957472059458,Central
chhattisgarh,2018,4,Merchant payments,458091,331842964.57864183,33.184296457864185,724.4040257910368,Central
chhattisgarh,2018,4,Others,83882,70240102.06349953,7.024010206349953,837.3679938902211,Central
chhattisgarh,2018,4,Peer-to-peer payments,2342713,8450105299.480802,845.0105299480801,3606.974178860493,Central
chhattisgarh,2018,4,Recharge & bill payments,2438959,554514488.4121984,55.45144884121984,227.35703569112823,Central
chhattisgarh,2019,1,Financial Services,33835,5075418.743007188,0.5075418743007187,150.00498723236848,Central
chhattisgarh,2019,1,Merchant payments,710047,374735986.85082686,37.473598685082685,527.7622282057763,Central
chhattisgarh,2019,1,Others,78636,67920032.80184662,6.792003280184662,863.7269545989957,Central
chhattisgarh,2019,1,Peer-to-peer payments,4068056,11417366152.388483,1141.7366152388483,2806.5902122263024,Central
chhattisgarh,2019,1,Recharge & bill payments,2997095,679458794.5442779,67.9458794544278,226.70579162298088,Central
chhattisgarh,2019,2,Financial Services,22563,4237631.55442897,0.42376315544289705,187.81330294858708,Central
chhattisgarh,2019,2,Merchant payments,1483870,654411637.0168115,65.44116370168115,441.01682560925923,Central
chhattisgarh,2019,2,Others,98040,77914922.92227882,7.791492292227882,794.725856000396,Central
chhattisgarh,2019,2,Peer-to-peer payments,4350167,15410038389.818308,1541.0038389818308,3542.4015652314747,Central
chhattisgarh,2019,2,Recharge & bill payments,3435305,855753107.510468,85.5753107510468,249.10542368449615,Central
chhattisgarh,2019,3,Financial Services,16452,4542997.939180325,0.4542997939180325,276.13651465963557,Central
chhattisgarh,2019,3,Merchant payments,2772084,1074255588.7227576,107.42555887227576,387.5263479471609,Central
chhattisgarh,2019,3,Others,96880,70361559.28538439,7.036155928538439,726.2753848615234,Central
chhattisgarh,2019,3,Peer-to-peer payments,5021844,17584630267.779922,1758.4630267779924,3501.6281405356126,Central
chhattisgarh,2019,3,Recharge & bill payments,4335851,1069468753.7262831,106.94687537262831,246.65717381115797,Central
chhattisgarh,2019,4,Financial Services,14974,4665759.804240476,0.46657598042404763,311.59074423938,Central
chhattisgarh,2019,4,Merchant payments,3852716,1720930747.6285615,172.09307476285616,446.67988702737534,Central
chhattisgarh,2019,4,Others,83757,48745253.90234077,4.874525390234077,581.9842389572307,Central
chhattisgarh,2019,4,Peer-to-peer payments,7241974,24112075521.017845,2411.2075521017846,3329.489379693692,Central
chhattisgarh,2019,4,Recharge & bill payments,5112337,1257371454.8604,125.73714548603999,245.9484683541793,Central
chhattisgarh,2020,1,Financial Services,12424,7378557.223060286,0.7378557223060286,593.8954622553352,Central
chhattisgarh,2020,1,Merchant payments,4923214,2393811867.3887434,239.38118673887433,486.2294971107783,Central
chhattisgarh,2020,1,Others,78497,46557359.6766012,4.65573596766012,593.1100510414564,Central
chhattisgarh,2020,1,Peer-to-peer payments,8109789,28723854868.846924,2872.3854868846925,3541.8745011549527,Central
chhattisgarh,2020,1,Recharge & bill payments,6400067,1688995018.2209015,168.89950182209014,263.9027088655324,Central
chhattisgarh,2020,2,Financial Services,19986,17814454.60563486,1.781445460563486,891.34667295281,Central
chhattisgarh,2020,2,Merchant payments,3158417,2361252112.419633,236.12521124196329,747.6061939951669,Central
chhattisgarh,2020,2,Others,60103,33149845.438824516,3.3149845438824515,551.5505954582053,Central
chhattisgarh,2020,2,Peer-to-peer payments,7216219,27351810047.608715,2735.1810047608715,3790.324274749521,Central
chhattisgarh,2020,2,Recharge & bill payments,8366200,2504355746.828547,250.4355746828547,299.3420844384006,Central
chhattisgarh,2020,3,Financial Services,34893,39141096.45070238,3.9141096450702375,1121.746380382953,Central
chhattisgarh,2020,3,Merchant payments,5591916,3990179454.1880045,399.0179454188004,713.5621232843993,Central
chhattisgarh,2020,3,Others,81772,45538330.62766186,4.553833062766186,556.893932246513,Central
chhattisgarh,2020,3,Peer-to-peer payments,9734445,34661165923.13037,3466.116592313037,3560.6720180894104,Central
chhattisgarh,2020,3,Recharge & bill payments,8705513,2790720003.1373434,279.07200031373435,320.5692764041985,Central
chhattisgarh,2020,4,Financial Services,41308,48082346.06124696,4.808234606124696,1163.9959828906499,Central
chhattisgarh,2020,4,Merchant payments,11677743,8238390462.202984,823.8390462202984,705.4779731154371,Central
chhattisgarh,2020,4,Others,129949,82280639.52262866,8.228063952262866,633.1763962987685,Central
chhattisgarh,2020,4,Peer-to-peer payments,14257312,50812302052.952705,5081.230205295271,3563.946840256614,Central
chhattisgarh,2020,4,Recharge & bill payments,9423324,3033918783.208999,303.39187832089993,321.95844939736753,Central
chhattisgarh,2021,1,Financial Services,37395,40387648.84021996,4.038764884021996,1080.0280476058285,Central
chhattisgarh,2021,1,Merchant payments,15222763,10661449529.109669,1066.1449529109668,700.3623145883352,Central
chhattisgarh,2021,1,Others,99031,68111552.62215017,6.811155262215017,687.7801155410949,Central
chhattisgarh,2021,1,Peer-to-peer payments,15621154,55638916992.13896,5563.891699213897,3561.7673951706106,Central
chhattisgarh,2021,1,Recharge & bill payments,8456094,3000977538.840563,300.09775388405626,354.8893305633266,Central
chhattisgarh,2021,2,Financial Services,40213,39620256.36433959,3.962025636433959,985.259900140243,Central
chhattisgarh,2021,2,Merchant payments,15369311,12828590761.713423,1282.8590761713422,834.6887353449627,Central
chhattisgarh,2021,2,Others,127767,85809079.54731184,8.580907954731185,671.6059666996317,Central
chhattisgarh,2021,2,Peer-to-peer payments,18387345,62134058797.4359,6213.40587974359,3379.1751227507775,Central
chhattisgarh,2021,2,Recharge & bill payments,10764784,3640692364.165052,364.0692364165052,338.20394019657545,Central
chhattisgarh,2021,3,Financial Services,38817,48855662.40142638,4.885566240142638,1258.615101667475,Central
chhattisgarh,2021,3,Merchant payments,27552743,19905616746.805294,1990.5616746805294,722.4549928406509,Central
chhattisgarh,2021,3,Others,159880,99286155.00295877,9.928615500295878,621.0042219349435,Central
chhattisgarh,2021,3,Peer-to-peer payments,25447410,80506858751.32883,8050.685875132883,3163.6562915962304,Central
chhattisgarh,2021,3,Recharge & bill payments,11039088,4045490947.2382197,404.54909472382195,366.4696709762817,Central
chhattisgarh,2021,4,Financial Services,55237,66445873.296120845,6.644587329612085,1202.9232814258712,Central
chhattisgarh,2021,4,Merchant payments,40526025,29283695601.229546,2928.3695601229547,722.5898814707227,Central
chhattisgarh,2021,4,Others,221621,146144588.65236923,14.614458865236923,659.4347496508419,Central
chhattisgarh,2021,4,Peer-to-peer payments,32799167,102177997315.68285,10217.799731568284,3115.2619612468466,Central
chhattisgarh,2021,4,Recharge & bill payments,11115444,4724827139.9519415,472.48271399519416,425.0686828121253,Central
chhattisgarh,2022,1,Financial Services,52918,55991695.312008664,5.599169531200866,1058.084117162566,Central
chhattisgarh,2022,1,Merchant payments,48236094,33822547183.04485,3382.254718304485,701.1875211754262,Central
chhattisgarh,2022,1,Others,200977,131773069.80038045,13.177306980038045,655.6624379923098,Central
chhattisgarh,2022,1,Peer-to-peer payments,37457039,118393860520.57216,11839.386052057216,3160.7906999955912,Central
chhattisgarh,2022,1,Recharge & bill payments,11466264,5442872986.10511,544.287298610511,474.68582496488045,Central
chhattisgarh,2022,2,Financial Services,41530,46037703.16128763,4.603770316128763,1108.5408899900706,Central
chhattisgarh,2022,2,Merchant payments,61093916,41536371583.74904,4153.637158374904,679.8773806502932,Central
chhattisgarh,2022,2,Others,178548,114905117.7834119,11.49051177834119,643.553093753007,Central
chhattisgarh,2022,2,Peer-to-peer payments,42532112,133534947239.2497,13353.494723924969,3139.6265306375967,Central
chhattisgarh,2022,2,Recharge & bill payments,12737942,5949415519.837789,594.9415519837788,467.06253803305026,Central
chhattisgarh,2022,3,Financial Services,55775,61881709.73674865,6.188170973674865,1109.4882964903388,Central
chhattisgarh,2022,3,Merchant payments,84355775,50874051122.3736,5087.405112237359,603.089131981463,Central
chhattisgarh,2022,3,Others,185994,128469268.59740639,12.84692685974064,690.7172736615503,Central
chhattisgarh,2022,3,Peer-to-peer payments,57116149,161027214428.20593,16102.721442820593,2819.2939693501735,Central
chhattisgarh,2022,3,Recharge & bill payments,16538894,8069941553.075293,806.9941553075292,487.93719538170404,Central
chhattisgarh,2022,4,Financial Services,63695,81169069.23462963,8.116906923462963,1274.3397320767663,Central
chhattisgarh,2022,4,Merchant payments,97405954,60247141797.94961,6024.714179794961,618.5160077375723,Central
chhattisgarh,2022,4,Others,179891,141385263.4082809,14.138526340828092,785.949621761405,Central
chhattisgarh,2022,4,Peer-to-peer payments,63986789,183672880692.7266,18367.288069272658,2870.481290954084,Central
chhattisgarh,2022,4,Recharge & bill payments,16324117,8376603987.152398,837.6603987152398,513.1428540454837,Central
chhattisgarh,2023,1,Financial Services,72038,65398770.0,6.539877,907.8371137455232,Central
chhattisgarh,2023,1,Merchant payments,115821237,68619935279.0,6861.9935279,592.4641892660843,Central
chhattisgarh,2023,1,Others,207620,157977952.0,15.7977952,760.8994894518833,Central
chhattisgarh,2023,1,Peer-to-peer payments,76752033,221082684005.0,22108.2684005,2880.4798435111156,Central
chhattisgarh,2023,1,Recharge & bill payments,21896029,11162940453.0,1116.2940453,509.81575028969866,Central
chhattisgarh,2023,2,Financial Services,77813,90235297.0,9.0235297,1159.6429516918768,Central
chhattisgarh,2023,2,Merchant payments,138222517,78172761996.0,7817.2761996,565.557361366817,Central
chhattisgarh,2023,2,Others,193602,146759167.0,14.6759167,758.0457175029184,Central
chhattisgarh,2023,2,Peer-to-peer payments,86887081,243032806463.0,24303.2806463,2797.110959027384,Central
chhattisgarh,2023,2,Recharge & bill payments,24550623,11714283831.0,1171.4283831,477.1481290311859,Central
chhattisgarh,2023,3,Financial Services,95807,131864372.0,13.1864372,1376.3542538645402,Central
chhattisgarh,2023,3,Merchant payments,161142673,85645642195.0,8564.5642195,531.4895216799588,Central
chhattisgarh,2023,3,Others,182186,135322503.0,13.5322503,742.7711404828033,Central
chhattisgarh,2023,3,Peer-to-peer payments,97060888,251466237009.0,25146.6237009,2590.8091527969536,Central
chhattisgarh,2023,3,Recharge & bill payments,25011103,13000613447.0,1300.0613447,519.7936871076818,Central
chhattisgarh,2023,4,Financial Services,115404,174278673.0,17.4278673,1510.161458874909,Central
chhattisgarh,2023,4,Merchant payments,185440451,102326470529.0,10232.6470529,551.8023170090328,Central
chhattisgarh,2023,4,Others,194798,133148269.0,13.3148269,683.519692193965,Central
chhattisgarh,2023,4,Peer-to-peer payments,110795079,287452814383.0,28745.2814383,2594.4547084352002,Central
chhattisgarh,2023,4,Recharge & bill payments,25330600,13898322691.0,1389.8322691,548.6772003426686,Central
chhattisgarh,2024,1,Financial Services,117960,205227725.0,20.5227725,1739.8077738216346,Central
chhattisgarh,2024,1,Merchant payments,212194065,116463019844.0,11646.3019844,548.851448055345,Central
chhattisgarh,2024,1,Others,175646,127276095.0,12.7276095,724.6170991653667,Central
chhattisgarh,2024,1,Peer-to-peer payments,124567252,329976785438.0,32997.6785438,2648.9850272846993,Central
chhattisgarh,2024,1,Recharge & bill payments,29121761,16237500799.0,1623.7500799,557.5727648819039,Central
chhattisgarh,2024,2,Financial Services,148570,297328748.0,29.7328748,2001.2704314464563,Central
chhattisgarh,2024,2,Merchant payments,245595547,132662738857.0,13266.2738857,540.1675253379085,Central
chhattisgarh,2024,2,Others,175973,135034441.0,13.5034441,767.3588618708552,Central
chhattisgarh,2024,2,Peer-to-peer payments,134658010,346912119555.0,34691.2119555,2576.2457023908196,Central
chhattisgarh,2024,2,Recharge & bill payments,31469605,16306210818.0,1630.6210818,518.1574671178745,Central
chhattisgarh,2024,3,Financial Services,179562,354020024.0,35.4020024,1971.5754112785555,Central
chhattisgarh,2024,3,Merchant payments,267508081,136419004302.0,13641.9004302,509.9621805518466,Central
chhattisgarh,2024,3,Others,147280,124415828.0,12.4415828,844.7571156979902,Central
chhattisgarh,2024,3,Peer-to-peer payments,146302685,342236114715.0,34223.6114715,2339.2333142416355,Central
chhattisgarh,2024,3,Recharge & bill payments,29502494,18226578889.0,1822.6578889,617.7979017299351,Central
chhattisgarh,2024,4,Financial Services,477311,324186192.0,32.4186192,679.1927946349446,Central
chhattisgarh,2024,4,Merchant payments,304445323,159212481149.0,15921.2481149,522.9591953659278,Central
chhattisgarh,2024,4,Others,147189,145256654.0,14.5256654,986.8716683991331,Central
chhattisgarh,2024,4,Peer-to-peer payments,166465519,398345139636.0,39834.5139636,2392.9588663703985,Central
chhattisgarh,2024,4,Recharge & bill payments,29120062,18801380994.0,1880.1380994,645.6504451810576,Central
dadra-&-nagar-haveli-&-daman-&-diu,2018,1,Financial Services,1364,353171.5523814913,0.03531715523814913,258.92342549962706,West
dadra-&-nagar-haveli-&-daman-&-diu,2018,1,Merchant payments,1531,1580762.779739072,0.15807627797390722,1032.5034485558929,West
dadra-&-nagar-haveli-&-daman-&-diu,2018,1,Others,5511,4231146.95056825,0.42311469505682503,767.7639177224189,West
dadra-&-nagar-haveli-&-daman-&-diu,2018,1,Peer-to-peer payments,44599,151966933.24607396,15.196693324607397,3407.406741094508,West
dadra-&-nagar-haveli-&-daman-&-diu,2018,1,Recharge & bill payments,95544,17526369.5804541,1.75263695804541,183.43767877055703,West
dadra-&-nagar-haveli-&-daman-&-diu,2018,2,Financial Services,2996,383806.08546730166,0.038380608546730165,128.1061700491661,West
dadra-&-nagar-haveli-&-daman-&-diu,2018,2,Merchant payments,3544,4685536.036433555,0.4685536036433555,1322.1038477521317,West
dadra-&-nagar-haveli-&-daman-&-diu,2018,2,Others,4037,4410224.471747881,0.44102244717478806,1092.4509466801785,West
dadra-&-nagar-haveli-&-daman-&-diu,2018,2,Peer-to-peer payments,69215,261995613.05482048,26.19956130548205,3785.243271759308,West
dadra-&-nagar-haveli-&-daman-&-diu,2018,2,Recharge & bill payments,122834,30595592.007682398,3.05955920076824,249.08080830781705,West
dadra-&-nagar-haveli-&-daman-&-diu,2018,3,Financial Services,1477,297647.89589848556,0.029764789589848555,201.52193358055894,West
dadra-&-nagar-haveli-&-daman-&-diu,2018,3,Merchant payments,7465,5693604.7441260815,0.5693604744126082,762.7065966679279,West
dadra-&-nagar-haveli-&-daman-&-diu,2018,3,Others,4174,5159437.334100959,0.5159437334100959,1236.089442764964,West
dadra-&-nagar-haveli-&-daman-&-diu,2018,3,Peer-to-peer payments,119346,396698085.4104552,39.66980854104552,3323.9328122472075,West
dadra-&-nagar-haveli-&-daman-&-diu,2018,3,Recharge & bill payments,157113,39790820.29359456,3.979082029359456,253.2624308210941,West
dadra-&-nagar-haveli-&-daman-&-diu,2018,4,Financial Services,2996,371674.6991335743,0.03716746991335743,124.05697567876312,West
dadra-&-nagar-haveli-&-daman-&-diu,2018,4,Merchant payments,15739,19577328.03937304,1.957732803937304,1243.8736920625859,West
dadra-&-nagar-haveli-&-daman-&-diu,2018,4,Others,5340,6747429.538011953,0.6747429538011953,1263.5635838973694,West
dadra-&-nagar-haveli-&-daman-&-diu,2018,4,Peer-to-peer payments,194214,582082154.4115133,58.20821544115133,2997.117377797241,West
dadra-&-nagar-haveli-&-daman-&-diu,2018,4,Recharge & bill payments,185793,49972030.11285484,4.9972030112854835,268.9661618729168,West
dadra-&-nagar-haveli-&-daman-&-diu,2019,1,Financial Services,1645,221064.6189234741,0.02210646189234741,134.38578657961952,West
dadra-&-nagar-haveli-&-daman-&-diu,2019,1,Merchant payments,20694,17043867.88608146,1.704386788608146,823.6139888896038,West
dadra-&-nagar-haveli-&-daman-&-diu,2019,1,Others,5012,5786443.339431095,0.5786443339431095,1154.5178251059647,West
dadra-&-nagar-haveli-&-daman-&-diu,2019,1,Peer-to-peer payments,408465,757657638.3173952,75.76576383173952,1854.8899864551313,West
dadra-&-nagar-haveli-&-daman-&-diu,2019,1,Recharge & bill payments,225998,62660761.88806932,6.266076188806932,277.2624620043952,West
dadra-&-nagar-haveli-&-daman-&-diu,2019,2,Financial Services,748,155149.75618074698,0.015514975618074698,207.41946013468848,West
dadra-&-nagar-haveli-&-daman-&-diu,2019,2,Merchant payments,40781,20816136.241969176,2.0816136241969176,510.4371212566925,West
dadra-&-nagar-haveli-&-daman-&-diu,2019,2,Others,5809,5561402.205763446,0.5561402205763446,957.3768644798496,West
dadra-&-nagar-haveli-&-daman-&-diu,2019,2,Peer-to-peer payments,244134,734034142.8087387,73.40341428087387,3006.685438360649,West
dadra-&-nagar-haveli-&-daman-&-diu,2019,2,Recharge & bill payments,198184,63874445.55241879,6.3874445552418795,322.29869995770997,West
dadra-&-nagar-haveli-&-daman-&-diu,2019,3,Financial Services,533,425044.05141368794,0.042504405141368794,797.4560064046678,West
dadra-&-nagar-haveli-&-daman-&-diu,2019,3,Merchant payments,63616,30634658.237494454,3.0634658237494454,481.5558701819425,West
dadra-&-nagar-haveli-&-daman-&-diu,2019,3,Others,5516,4636167.420289769,0.4636167420289769,840.4944561801611,West
dadra-&-nagar-haveli-&-daman-&-diu,2019,3,Peer-to-peer payments,249944,821178569.0593253,82.11785690593253,3285.4502170859287,West
dadra-&-nagar-haveli-&-daman-&-diu,2019,3,Recharge & bill payments,319142,104597035.07984878,10.459703507984878,327.74449956398337,West
dadra-&-nagar-haveli-&-daman-&-diu,2019,4,Financial Services,1019,267762.49056630814,0.026776249056630813,262.76986316615125,West
dadra-&-nagar-haveli-&-daman-&-diu,2019,4,Merchant payments,86758,45361559.23824883,4.536155923824883,522.8516014459627,West
dadra-&-nagar-haveli-&-daman-&-diu,2019,4,Others,4911,3225961.384460643,0.3225961384460643,656.8848268093348,West
dadra-&-nagar-haveli-&-daman-&-diu,2019,4,Peer-to-peer payments,324464,1051976410.5472054,105.19764105472055,3242.197626076253,West
dadra-&-nagar-haveli-&-daman-&-diu,2019,4,Recharge & bill payments,351819,125809568.35055912,12.580956835055911,357.59742467166103,West
dadra-&-nagar-haveli-&-daman-&-diu,2020,1,Financial Services,668,418783.1260904173,0.041878312609041735,626.9208474407445,West
dadra-&-nagar-haveli-&-daman-&-diu,2020,1,Merchant payments,137040,66713356.798143014,6.671335679814302,486.8166724908276,West
dadra-&-nagar-haveli-&-daman-&-diu,2020,1,Others,4289,2851043.563834071,0.28510435638340714,664.7338689284381,West
dadra-&-nagar-haveli-&-daman-&-diu,2020,1,Peer-to-peer payments,329005,1119439489.5005136,111.94394895005135,3402.499930093809,West
dadra-&-nagar-haveli-&-daman-&-diu,2020,1,Recharge & bill payments,407577,153340696.30393675,15.334069630393675,376.2250968625235,West
dadra-&-nagar-haveli-&-daman-&-diu,2020,2,Financial Services,1826,993268.2971840606,0.09932682971840606,543.9585417218294,West
dadra-&-nagar-haveli-&-daman-&-diu,2020,2,Merchant payments,118801,68938500.71228051,6.8938500712280515,580.285525477736,West
dadra-&-nagar-haveli-&-daman-&-diu,2020,2,Others,2642,1448254.787275234,0.1448254787275234,548.1660814819205,West
dadra-&-nagar-haveli-&-daman-&-diu,2020,2,Peer-to-peer payments,323909,1052118443.3664523,105.21184433664523,3248.191446876908,West
dadra-&-nagar-haveli-&-daman-&-diu,2020,2,Recharge & bill payments,525974,178877986.7248658,17.88779867248658,340.08902859241294,West
dadra-&-nagar-haveli-&-daman-&-diu,2020,3,Financial Services,1635,1778864.0123306382,0.17788640123306382,1087.990221608953,West
dadra-&-nagar-haveli-&-daman-&-diu,2020,3,Merchant payments,257572,143497844.49072367,14.349784449072366,557.1174059708496,West
dadra-&-nagar-haveli-&-daman-&-diu,2020,3,Others,3978,2268098.077531771,0.22680980775317708,570.160401591697,West
dadra-&-nagar-haveli-&-daman-&-diu,2020,3,Peer-to-peer payments,419524,1401020928.2319155,140.10209282319155,3339.548936966456,West
dadra-&-nagar-haveli-&-daman-&-diu,2020,3,Recharge & bill payments,455603,201223380.1868608,20.12233801868608,441.6638612714596,West
dadra-&-nagar-haveli-&-daman-&-diu,2020,4,Financial Services,2453,1683959.5099964456,0.16839595099964455,686.489812473072,West
dadra-&-nagar-haveli-&-daman-&-diu,2020,4,Merchant payments,631443,316510115.80515665,31.651011580515664,501.24891051948737,West
dadra-&-nagar-haveli-&-daman-&-diu,2020,4,Others,6929,4283833.187441602,0.42838331874416025,618.2469602311448,West
dadra-&-nagar-haveli-&-daman-&-diu,2020,4,Peer-to-peer payments,666995,2153786522.547576,215.37865225475758,3229.0894572636616,West
dadra-&-nagar-haveli-&-daman-&-diu,2020,4,Recharge & bill payments,509971,224246669.7783347,22.42466697783347,439.72435644053235,West
dadra-&-nagar-haveli-&-daman-&-diu,2021,1,Financial Services,2243,1930008.9716834244,0.19300089716834246,860.4587479640769,West
dadra-&-nagar-haveli-&-daman-&-diu,2021,1,Merchant payments,705821,367522132.38063604,36.752213238063604,520.7016118543314,West
dadra-&-nagar-haveli-&-daman-&-diu,2021,1,Others,5333,3782868.8861592514,0.37828688861592513,709.3322494204484,West
dadra-&-nagar-haveli-&-daman-&-diu,2021,1,Peer-to-peer payments,768921,2379220756.2230163,237.92207562230163,3094.233030731397,West
dadra-&-nagar-haveli-&-daman-&-diu,2021,1,Recharge & bill payments,442926,213177144.73200977,21.317714473200976,481.2929128838898,West
dadra-&-nagar-haveli-&-daman-&-diu,2021,2,Financial Services,1826,1763792.6506419359,0.17637926506419357,965.9324483252661,West
dadra-&-nagar-haveli-&-daman-&-diu,2021,2,Merchant payments,802899,430487473.930562,43.0487473930562,536.1664093871857,West
dadra-&-nagar-haveli-&-daman-&-diu,2021,2,Others,5672,3741204.3977531465,0.3741204397753147,659.5917485460413,West
dadra-&-nagar-haveli-&-daman-&-diu,2021,2,Peer-to-peer payments,843550,2512913026.4279447,251.29130264279448,2978.9734176135908,West
dadra-&-nagar-haveli-&-daman-&-diu,2021,2,Recharge & bill payments,471136,208762964.0120024,20.87629640120024,443.10552369592307,West
dadra-&-nagar-haveli-&-daman-&-diu,2021,3,Financial Services,2065,2252116.636459231,0.2252116636459231,1090.6133832732353,West
dadra-&-nagar-haveli-&-daman-&-diu,2021,3,Merchant payments,1312241,706774071.9381688,70.67740719381688,538.6008148946487,West
dadra-&-nagar-haveli-&-daman-&-diu,2021,3,Others,8110,4365759.277996017,0.4365759277996017,538.3180367442684,West
dadra-&-nagar-haveli-&-daman-&-diu,2021,3,Peer-to-peer payments,1262732,3339347400.0643554,333.93474000643556,2644.541676352825,West
dadra-&-nagar-haveli-&-daman-&-diu,2021,3,Recharge & bill payments,544322,253199754.8745275,25.31997548745275,465.1653890060066,West
dadra-&-nagar-haveli-&-daman-&-diu,2021,4,Financial Services,2909,3159306.4175118254,0.3159306417511826,1086.045519942188,West
dadra-&-nagar-haveli-&-daman-&-diu,2021,4,Merchant payments,2013673,1058989463.1650428,105.89894631650428,525.8994201963491,West
dadra-&-nagar-haveli-&-daman-&-diu,2021,4,Others,11717,6407962.869342193,0.6407962869342193,546.8945010960308,West
dadra-&-nagar-haveli-&-daman-&-diu,2021,4,Peer-to-peer payments,1577168,4202291071.7106133,420.22910717106134,2664.4536737434523,West
dadra-&-nagar-haveli-&-daman-&-diu,2021,4,Recharge & bill payments,551618,294991582.16815025,29.499158216815026,534.7751200434907,West
dadra-&-nagar-haveli-&-daman-&-diu,2022,1,Financial Services,2574,2661345.5534556974,0.26613455534556973,1033.9337814513199,West
dadra-&-nagar-haveli-&-daman-&-diu,2022,1,Merchant payments,2507246,1227972829.6970267,122.79728296970268,489.7695837173643,West
dadra-&-nagar-haveli-&-daman-&-diu,2022,1,Others,9395,5330803.646676767,0.5330803646676767,567.4085839996559,West
dadra-&-nagar-haveli-&-daman-&-diu,2022,1,Peer-to-peer payments,1745454,4674787017.541661,467.47870175416614,2678.264232424149,West
dadra-&-nagar-haveli-&-daman-&-diu,2022,1,Recharge & bill payments,538134,326296370.82357025,32.62963708235703,606.3478070955751,West
dadra-&-nagar-haveli-&-daman-&-diu,2022,2,Financial Services,1849,2131607.7226029015,0.21316077226029015,1152.8435492714448,West
dadra-&-nagar-haveli-&-daman-&-diu,2022,2,Merchant payments,3346697,1536859131.3374817,153.6859131337482,459.2166937543141,West
dadra-&-nagar-haveli-&-daman-&-diu,2022,2,Others,9864,4415675.718757721,0.44156757187577206,447.6556892495662,West
dadra-&-nagar-haveli-&-daman-&-diu,2022,2,Peer-to-peer payments,1861799,5078832140.606572,507.8832140606572,2727.9164617698107,West
dadra-&-nagar-haveli-&-daman-&-diu,2022,2,Recharge & bill payments,539562,372921225.4254243,37.29212254254243,691.1554657767306,West
dadra-&-nagar-haveli-&-daman-&-diu,2022,3,Financial Services,2237,3194409.939898855,0.3194409939898855,1427.988350424164,West
dadra-&-nagar-haveli-&-daman-&-diu,2022,3,Merchant payments,3777156,1705567002.0586467,170.55670020586467,451.5479376702065,West
dadra-&-nagar-haveli-&-daman-&-diu,2022,3,Others,7056,3729425.46329771,0.372942546329771,528.5466926442333,West
dadra-&-nagar-haveli-&-daman-&-diu,2022,3,Peer-to-peer payments,2086741,5382949597.510585,538.2949597510585,2579.596412545009,West
dadra-&-nagar-haveli-&-daman-&-diu,2022,3,Recharge & bill payments,592431,425206924.5270094,42.52069245270094,717.7324017936426,West
dadra-&-nagar-haveli-&-daman-&-diu,2022,4,Financial Services,2495,3169199.262533775,0.3169199262533775,1270.2201453041182,West
dadra-&-nagar-haveli-&-daman-&-diu,2022,4,Merchant payments,4415771,1889046056.1988354,188.90460561988354,427.79529468326945,West
dadra-&-nagar-haveli-&-daman-&-diu,2022,4,Others,7472,3846409.1057498828,0.3846409105749883,514.7763792491813,West
dadra-&-nagar-haveli-&-daman-&-diu,2022,4,Peer-to-peer payments,2215052,5737539058.403507,573.7539058403507,2590.250277828018,West
dadra-&-nagar-haveli-&-daman-&-diu,2022,4,Recharge & bill payments,548795,426040023.1105018,42.60400231105018,776.3190683415517,West
dadra-&-nagar-haveli-&-daman-&-diu,2023,1,Financial Services,3546,2855684.0,0.2855684,805.3254371122391,West
dadra-&-nagar-haveli-&-daman-&-diu,2023,1,Merchant payments,7184933,2778820380.0,277.882038,386.7566169371378,West
dadra-&-nagar-haveli-&-daman-&-diu,2023,1,Others,12173,5789879.0,0.5789879,475.6328760371314,West
dadra-&-nagar-haveli-&-daman-&-diu,2023,1,Peer-to-peer payments,3623830,9079653826.0,907.9653826,2505.540774815596,West
dadra-&-nagar-haveli-&-daman-&-diu,2023,1,Recharge & bill payments,979503,746971431.0,74.6971431,762.6024943262042,West
dadra-&-nagar-haveli-&-daman-&-diu,2023,2,Financial Services,3985,4431276.0,0.4431276,1111.9889585947303,West
dadra-&-nagar-haveli-&-daman-&-diu,2023,2,Merchant payments,8331573,3135694669.0,313.5694669,376.3628631712163,West
dadra-&-nagar-haveli-&-daman-&-diu,2023,2,Others,12287,5595163.0,0.5595163,455.3725889151135,West
dadra-&-nagar-haveli-&-daman-&-diu,2023,2,Peer-to-peer payments,3962990,9804533561.0,980.4533561,2474.0243000865507,West
dadra-&-nagar-haveli-&-daman-&-diu,2023,2,Recharge & bill payments,1046280,800283519.0,80.0283519,764.884657070765,West
dadra-&-nagar-haveli-&-daman-&-diu,2023,3,Financial Services,5572,5268269.0,0.5268269,945.4897702799713,West
dadra-&-nagar-haveli-&-daman-&-diu,2023,3,Merchant payments,9582597,3564710651.0,356.4710651,371.99838947625574,West
dadra-&-nagar-haveli-&-daman-&-diu,2023,3,Others,12099,4839857.0,0.4839857,400.0212414249111,West
dadra-&-nagar-haveli-&-daman-&-diu,2023,3,Peer-to-peer payments,4630867,10642329946.0,1064.2329946,2298.1290427904755,West
dadra-&-nagar-haveli-&-daman-&-diu,2023,3,Recharge & bill payments,1139193,878917740.0,87.891774,771.5266333272764,West
